2,6,7,9,13,8,1,5,21,10,3,24,18,14,31,22,4,15,17,26,16,19,20,29,11,25,30,27,32,12,23,37,33,34,39,36,35,38,28,40
10,3,11,2,4,14,1,5,8,6,9,7,12,23,15,13,19,16,24,17,21,20,28,26,25,30,18,37,22,33,27,32,35,40,36,29,34,38,31,39
3,2,4,5,13,12,9,17,19,29,10,24,7,6,27,11,20,25,8,14,23,1,18,31,28,33,16,21,22,40,30,15,26,35,32,37,34,36,38,39
1,7,2,4,10,6,3,5,12,13,18,19,11,15,9,8,23,14,21,24,16,31,27,25,20,28,30,29,26,36,22,17,39,35,40,37,34,33,38,32
3,1,2,6,7,8,4,11,10,12,19,5,15,9,17,13,14,29,16,25,24,26,18,30,23,27,36,35,40,22,37,20,34,21,33,28,39,32,38,31
4,2,3,8,7,15,10,5,14,22,16,6,9,13,11,1,20,25,27,17,21,18,19,12,26,31,32,28,24,36,23,40,30,39,34,33,29,35,38,37
8,4,7,3,12,1,2,6,11,16,14,5,13,15,10,9,18,17,19,26,21,20,22,24,23,27,25,31,30,37,33,34,29,32,36,38,35,28,39,40
1,7,5,3,11,12,15,8,18,4,2,13,22,9,17,16,6,29,26,14,23,20,10,19,25,21,24,28,30,27,32,31,38,35,39,36,33,37,40,34
5,3,1,2,9,7,4,14,10,12,18,22,6,33,11,8,13,19,16,25,20,15,21,29,24,23,26,17,34,27,28,31,39,30,38,37,36,35,40,32
5,8,7,10,6,12,3,18,11,31,4,19,2,1,13,9,15,32,22,20,17,24,25,21,29,30,35,23,14,33,28,27,26,34,36,38,39,16,37,40
2,3,4,8,5,13,1,7,17,10,12,9,15,6,30,19,16,14,20,21,22,23,11,32,25,26,18,24,27,36,28,33,29,35,31,34,40,39,38,37
13,2,6,10,12,19,4,5,3,15,21,7,8,18,9,17,11,22,14,1,24,23,20,25,27,30,28,31,29,32,33,26,40,36,35,16,38,34,37,39
9,15,16,7,6,1,5,2,17,8,13,11,12,23,24,4,3,18,10,20,14,22,31,34,25,26,19,27,21,32,33,28,36,38,29,37,40,30,35,39
1,17,5,4,21,2,3,6,12,8,7,10,14,22,13,20,23,9,15,18,29,24,11,25,16,26,28,27,33,35,31,30,19,32,36,38,40,37,34,39
5,3,7,10,2,6,8,1,4,9,11,16,18,14,12,15,13,19,20,28,23,25,21,22,27,17,30,24,29,31,26,40,32,39,33,34,35,38,37,36
1,2,3,7,6,8,10,4,12,23,9,13,14,5,26,20,15,16,22,21,11,18,28,29,33,17,19,31,25,24,27,34,39,32,30,35,40,37,38,36
3,6,5,1,15,7,4,11,2,10,12,16,14,25,19,9,13,20,17,29,21,18,23,26,31,37,24,8,30,27,28,32,22,34,40,36,33,39,35,38
7,2,3,4,10,15,9,1,19,14,18,13,6,5,31,11,12,24,17,21,8,22,20,27,16,35,29,23,32,26,25,30,33,34,36,28,40,37,38,39
2,1,5,4,17,20,9,8,3,21,11,14,10,12,7,18,19,23,6,30,13,15,25,16,29,31,24,26,34,28,22,36,33,38,40,27,32,35,39,37
2,10,5,11,1,13,12,23,3,17,6,15,9,20,19,7,18,16,8,22,4,29,21,39,24,28,32,31,27,14,35,33,34,25,37,26,36,30,38,40

