1,2,4,9,3,6,5,7,10,11,8,13,12,16,14,17,18,19,15,20,21,22,26,23,25,27,24,28,32,30,29,31,34,33,35,36,37,38,39,40
1,4,3,2,5,9,6,7,10,8,11,13,12,16,14,19,15,17,18,20,22,24,21,23,25,26,29,27,30,31,28,32,33,34,39,35,36,37,38,40
3,1,6,7,2,4,5,8,9,10,11,12,13,15,14,17,16,19,18,20,22,24,21,23,26,25,27,29,28,30,31,32,33,34,35,36,37,38,39,40
2,1,3,4,5,6,7,8,12,9,10,13,11,16,14,15,19,18,17,21,20,22,23,24,25,26,27,28,29,32,30,31,36,33,35,34,37,38,39,40
1,3,5,6,2,8,4,7,9,10,12,14,16,11,17,13,15,20,19,21,22,18,23,24,25,27,26,28,30,29,32,31,33,34,35,36,37,38,39,40
1,5,3,4,2,9,6,7,8,11,10,12,13,14,15,17,16,19,21,20,22,23,18,25,26,24,27,28,30,29,31,33,32,34,35,37,36,38,39,40
1,2,3,4,5,6,7,8,9,12,10,13,15,14,16,18,17,11,20,22,19,23,21,25,24,26,27,28,29,30,31,33,32,34,35,36,38,37,40,39
1,3,2,4,5,6,10,8,7,9,11,12,13,14,15,17,16,21,18,19,23,22,25,20,26,24,28,33,29,31,30,32,34,35,38,36,27,39,37,40
2,1,3,7,4,6,8,5,9,10,11,12,14,13,15,18,16,20,19,17,21,22,23,24,25,27,26,32,30,29,28,31,33,36,35,34,39,38,40,37
1,2,4,3,5,6,7,9,8,10,11,12,13,17,14,15,16,18,19,20,22,21,23,24,25,26,27,28,30,31,29,33,32,35,34,37,36,38,39,40
1,4,2,3,9,6,7,5,8,12,10,11,13,14,16,15,17,18,20,22,19,23,21,24,26,25,27,28,29,30,31,32,33,35,38,34,39,36,40,37
3,2,1,4,5,8,6,13,11,9,10,12,7,15,14,16,18,17,19,22,20,24,21,23,25,26,27,28,30,29,31,32,33,34,35,36,37,38,39,40
2,1,3,4,5,9,6,10,7,8,12,11,15,16,13,14,19,20,21,23,22,17,24,27,28,18,26,29,31,25,30,33,32,37,35,34,36,38,39,40
4,1,2,5,7,3,8,6,9,10,11,12,13,14,15,17,16,18,19,22,24,25,21,20,23,26,27,29,28,31,30,34,33,32,35,36,37,38,39,40
1,2,4,3,5,7,6,9,8,10,11,12,13,14,15,16,17,18,21,19,20,23,22,24,26,27,25,28,29,30,31,32,33,34,35,36,37,39,38,40
3,1,4,2,6,7,5,8,9,10,11,12,13,14,16,15,18,17,19,20,21,25,22,24,26,27,23,30,28,29,31,32,33,34,37,36,35,38,40,39
1,3,6,2,5,8,4,7,10,11,12,9,13,14,16,15,18,17,19,22,20,24,21,25,23,26,29,27,28,30,31,32,34,33,36,35,37,38,39,40
2,4,6,1,3,5,7,8,11,9,12,10,16,13,15,18,14,22,20,17,21,19,26,23,25,24,28,27,29,31,32,30,33,34,36,35,37,38,39,40
1,2,3,4,5,7,8,6,9,10,11,12,13,15,14,16,17,18,20,21,22,23,19,25,24,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
2,1,3,5,6,4,7,8,11,9,12,10,13,14,15,17,16,18,20,21,22,23,24,19,25,27,29,26,28,31,34,32,33,30,35,37,36,38,39,40

